PathwayName	PathwayID
Synthesis of IP2, IP, and Ins in the cytosol	REACT:R-HSA-1855183
Synthesis of IP3 and IP4 in the cytosol	REACT:R-HSA-1855204
Synthesis of IPs in the ER lumen	REACT:R-HSA-1855231
Synthesis of IPs in the nucleus	REACT:R-HSA-1855191
Synthesis of Ketone Bodies	REACT:R-HSA-77111
Synthesis of Leukotrienes (LT) and Eoxins (EX)	REACT:R-HSA-2142691
Synthesis of Lipoxins (LX)	REACT:R-HSA-2142700
Synthesis of PA	REACT:R-HSA-1483166
Synthesis of PC	REACT:R-HSA-1483191
Synthesis of PE	REACT:R-HSA-1483213
Synthesis of PG	REACT:R-HSA-1483148
Synthesis of PI	REACT:R-HSA-1483226
Synthesis of PIPs at the early endosome membrane	REACT:R-HSA-1660516
Synthesis of PIPs at the ER membrane	REACT:R-HSA-1483248
Synthesis of PIPs at the Golgi membrane	REACT:R-HSA-1660514
Synthesis of PIPs at the late endosome membrane	REACT:R-HSA-1660517
Synthesis of PIPs at the plasma membrane	REACT:R-HSA-1660499
Synthesis of PIPs in the nucleus	REACT:R-HSA-8847453
Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	REACT:R-HSA-2162123
Synthesis of PS	REACT:R-HSA-1483101
Synthesis of pyrophosphates in the cytosol	REACT:R-HSA-1855167
Synthesis of substrates in N-glycan biosythesis	REACT:R-HSA-446219
Synthesis of UDP-N-acetyl-glucosamine	REACT:R-HSA-446210
Synthesis of very long-chain fatty acyl-CoAs	REACT:R-HSA-75876
Synthesis of wybutosine at G37 of tRNA(Phe)	REACT:R-HSA-6782861
Synthesis, secretion, and deacylation of Ghrelin	REACT:R-HSA-422085
Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)	REACT:R-HSA-381771
Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)	REACT:R-HSA-400511
Systemic lupus erythematosus	KEGG:hsa05322
t(4;14) translocations of FGFR3	REACT:R-HSA-2033515
T41 mutants of beta-catenin aren't phosphorylated	REACT:R-HSA-5358752
Tachykinin receptors bind tachykinins	REACT:R-HSA-380095
TAK1 activates NFkB by phosphorylation and activation of IKKs complex	REACT:R-HSA-445989
TALDO1 deficiency: failed conversion of  Fru(6)P, E4P to SH7P, GA3P	REACT:R-HSA-6791462
TALDO1 deficiency: failed conversion of SH7P, GA3P to Fru(6)P, E4P	REACT:R-HSA-6791055
Tandem of pore domain in a weak inwardly rectifying K+ channels (TWIK)	REACT:R-HSA-1299308
Tandem pore domain halothane-inhibited K+ channel (THIK)	REACT:R-HSA-1299287
Tandem pore domain potassium channels	REACT:R-HSA-1296346
Taste transduction	KEGG:hsa04742
Tat-mediated elongation of the HIV-1 transcript	REACT:R-HSA-167246
Tat-mediated HIV elongation arrest and recovery	REACT:R-HSA-167243
Taurine and hypotaurine metabolism	KEGG:hsa00430
TBC/RABGAPs	REACT:R-HSA-8854214
T cell receptor signaling pathway	KEGG:hsa04660
TCF7L2 mutants don't bind CTBP	REACT:R-HSA-5339700
TCF dependent signaling in response to WNT	REACT:R-HSA-201681
TCR signaling	REACT:R-HSA-202403
Telomere C-strand (Lagging Strand) Synthesis	REACT:R-HSA-174417
Telomere C-strand synthesis initiation	REACT:R-HSA-174430
Telomere Extension By Telomerase	REACT:R-HSA-171319
Telomere Maintenance	REACT:R-HSA-157579
Terminal pathway of complement	REACT:R-HSA-166665
Termination of O-glycan biosynthesis	REACT:R-HSA-977068
Termination of translesion DNA synthesis	REACT:R-HSA-5656169
Terpenoid backbone biosynthesis	KEGG:hsa00900
TET1,2,3 and TDG demethylate DNA	REACT:R-HSA-5221030
Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	REACT:R-HSA-1474151
TFAP2A acts as a transcriptional repressor during retinoic acid induced cell differentiation	REACT:R-HSA-8869496
TFAP2 (AP-2) family regulates transcription of cell cycle factors	REACT:R-HSA-8866911
TFAP2 (AP-2) family regulates transcription of growth factors and their receptors	REACT:R-HSA-8866910
TFAP2 (AP-2) family regulates transcription of other transcription factors	REACT:R-HSA-8866906
TGF-beta receptor signaling activates SMADs	REACT:R-HSA-2173789
TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)	REACT:R-HSA-2173791
TGF-beta signaling	KEGG:hsa_M00680
TGF-beta signaling pathway	KEGG:hsa04350
TGFBR1 KD Mutants in Cancer	REACT:R-HSA-3656532
TGFBR1 LBD Mutants in Cancer	REACT:R-HSA-3656535
TGFBR2 Kinase Domain Mutants in Cancer	REACT:R-HSA-3645790
TGFBR2 MSI Frameshift Mutants in Cancer	REACT:R-HSA-3642279
Th17 cell differentiation	KEGG:hsa04659
Th1 and Th2 cell differentiation	KEGG:hsa04658
THC complex	KEGG:hsa_M00405
The activation of arylsulfatases	REACT:R-HSA-1663150
The AIM2 inflammasome	REACT:R-HSA-844615
The canonical retinoid cycle in rods (twilight vision)	REACT:R-HSA-2453902
The citric acid (TCA) cycle and respiratory electron transport	REACT:R-HSA-1428517
The fatty acid cycling model	REACT:R-HSA-167826
The IPAF inflammasome	REACT:R-HSA-844623
The NLRP1 inflammasome	REACT:R-HSA-844455
The NLRP3 inflammasome	REACT:R-HSA-844456
The phototransduction cascade	REACT:R-HSA-2514856
The proton buffering model	REACT:R-HSA-167827
The retinoid cycle in cones (daylight vision)	REACT:R-HSA-2187335
The role of GTSE1 in G2/M progression after G2 checkpoint	REACT:R-HSA-8852276
The role of Nef in HIV-1 replication and disease pathogenesis	REACT:R-HSA-164952
Thiamine metabolism	KEGG:hsa00730
Threonine catabolism	REACT:R-HSA-8849175
Thrombin signalling through proteinase activated receptors (PARs)	REACT:R-HSA-456926
Thromboxane signalling through TP receptor	REACT:R-HSA-428930
Thyroid cancer	KEGG:hsa05216
Thyroid hormone biosynthesis, tyrosine => triiodothyronine/thyroxine	KEGG:hsa_M00043
Thyroid hormone signaling pathway	KEGG:hsa04919
Thyroid hormone synthesis	KEGG:hsa04918
Thyroxine biosynthesis	REACT:R-HSA-209968
TICAM1 deficiency - HSE	REACT:R-HSA-5602566
Tie2 Signaling	REACT:R-HSA-210993
Tight junction	KEGG:hsa04530
Tight junction interactions	REACT:R-HSA-420029
TLR3 deficiency - HSE	REACT:R-HSA-5602410
TNFR1-induced NFkappaB signaling pathway	REACT:R-HSA-5357956
TNFR1-induced proapoptotic signaling	REACT:R-HSA-5357786
TNFR1-mediated ceramide production	REACT:R-HSA-5626978
TNFR2 non-canonical NF-kB pathway	REACT:R-HSA-5668541
TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway	REACT:R-HSA-5676594
TNFs bind their physiological receptors	REACT:R-HSA-5669034
TNF signaling	REACT:R-HSA-75893
TNF signaling pathway	KEGG:hsa04668
Tolerance by Mtb to nitric oxide produced by macrophages	REACT:R-HSA-1222538
Tolerance of reactive oxygen produced by macrophages	REACT:R-HSA-1222387
Toll Like Receptor 10 (TLR10) Cascade	REACT:R-HSA-168142
Toll Like Receptor 2 (TLR2) Cascade	REACT:R-HSA-181438
Toll Like Receptor 3 (TLR3) Cascade	REACT:R-HSA-168164
Toll Like Receptor 4 (TLR4) Cascade	REACT:R-HSA-166016
Toll Like Receptor 5 (TLR5) Cascade	REACT:R-HSA-168176
Toll Like Receptor 7/8 (TLR7/8) Cascade	REACT:R-HSA-168181
Toll Like Receptor 9 (TLR9) Cascade	REACT:R-HSA-168138
Toll-Like Receptors Cascades	REACT:R-HSA-168898
Toll-like receptor signaling	KEGG:hsa_M00686
Toll-like receptor signaling pathway	KEGG:hsa04620
Toll Like Receptor TLR1:TLR2 Cascade	REACT:R-HSA-168179
Toll Like Receptor TLR6:TLR2 Cascade	REACT:R-HSA-168188
Toxicity of botulinum toxin type A (BoNT/A)	REACT:R-HSA-5250968
Toxicity of botulinum toxin type B (BoNT/B)	REACT:R-HSA-5250958
Toxicity of botulinum toxin type C (BoNT/C)	REACT:R-HSA-5250971
Toxicity of botulinum toxin type D (BoNT/D)	REACT:R-HSA-5250955
Toxicity of botulinum toxin type E (BoNT/E)	REACT:R-HSA-5250992
Toxicity of botulinum toxin type F (BoNT/F)	REACT:R-HSA-5250981
Toxicity of botulinum toxin type G (BoNT/G)	REACT:R-HSA-5250989
Toxicity of tetanus toxin (TeNT)	REACT:R-HSA-5250982
Toxoplasmosis	KEGG:hsa05145
TP53 Regulates Metabolic Genes	REACT:R-HSA-5628897
TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain	REACT:R-HSA-6804115
TP53 Regulates Transcription of Caspase Activators and Caspases	REACT:R-HSA-6803207
TP53 Regulates Transcription of Cell Cycle Genes	REACT:R-HSA-6791312
TP53 Regulates Transcription of Cell Death Genes	REACT:R-HSA-5633008
TP53 Regulates Transcription of Death Receptors and Ligands	REACT:R-HSA-6803211
TP53 Regulates Transcription of DNA Repair Genes	REACT:R-HSA-6796648
TP53 Regulates Transcription of Genes Involved in Cytochrome C Release	REACT:R-HSA-6803204
TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	REACT:R-HSA-6804116
TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest	REACT:R-HSA-6804114
TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain	REACT:R-HSA-6803205
TRAF3 deficiency - HSE	REACT:R-HSA-5602571
TRAF3-dependent IRF activation pathway	REACT:R-HSA-918233
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	REACT:R-HSA-975138
TRAF6 mediated induction of TAK1 complex	REACT:R-HSA-937072
TRAF6 mediated IRF7 activation	REACT:R-HSA-933541
TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling	REACT:R-HSA-975110
TRAF6 mediated NF-kB activation	REACT:R-HSA-933542
Trafficking and processing of endosomal TLR	REACT:R-HSA-1679131
Trafficking of AMPA receptors	REACT:R-HSA-399719
Trafficking of dietary sterols	REACT:R-HSA-265473
Trafficking of GluR2-containing AMPA receptors	REACT:R-HSA-416993
Trafficking of myristoylated proteins to the cilium	REACT:R-HSA-5624138
TRAIL  signaling	REACT:R-HSA-75158
TRAMP complex	KEGG:hsa_M00393
Transcriptional  activation of  cell cycle inhibitor p21	REACT:R-HSA-69895
Transcriptional activation of mitochondrial biogenesis	REACT:R-HSA-2151201
Transcriptional activation of p53 responsive genes	REACT:R-HSA-69560
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	REACT:R-HSA-2173793
Transcriptional misregulation in cancer	KEGG:hsa05202
Transcriptional regulation by small RNAs	REACT:R-HSA-5578749
Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	REACT:R-HSA-8864260
Transcriptional Regulation by TP53	REACT:R-HSA-3700989
Transcriptional regulation of pluripotent stem cells	REACT:R-HSA-452723
Transcriptional regulation of white adipocyte differentiation	REACT:R-HSA-381340
Transcription-Coupled Nucleotide Excision Repair (TC-NER)	REACT:R-HSA-6781827
Transcription from mitochondrial promoters	REACT:R-HSA-75944
Transcription of the HIV genome	REACT:R-HSA-167172
Transfer of LPS from LBP carrier to CD14	REACT:R-HSA-166020
Transferrin endocytosis and recycling	REACT:R-HSA-917977
trans-Golgi Network Vesicle Budding	REACT:R-HSA-199992
Translation	REACT:R-HSA-72766
Translation initiation complex formation	REACT:R-HSA-72649
Translesion Synthesis by POLH	REACT:R-HSA-110320
Translesion synthesis by POLI	REACT:R-HSA-5656121
Translesion synthesis by POLK	REACT:R-HSA-5655862
Translesion synthesis by REV1	REACT:R-HSA-110312
Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template	REACT:R-HSA-110313
Translocation of GLUT4 to the plasma membrane	REACT:R-HSA-1445148
Translocation of ZAP-70 to Immunological synapse	REACT:R-HSA-202430
Translocon-associated protein (TRAP) complex	KEGG:hsa_M00402
Transmembrane transport of small molecules	REACT:R-HSA-382551
Transmission across Chemical Synapses	REACT:R-HSA-112315
Transmission across Electrical Synapses	REACT:R-HSA-112307
Transport and synthesis of PAPS	REACT:R-HSA-174362
Transport of connexins along the secretory pathway	REACT:R-HSA-190827
Transport of connexons to the plasma membrane	REACT:R-HSA-190872
Transport of fatty acids	REACT:R-HSA-804914
Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus	REACT:R-HSA-159763
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	REACT:R-HSA-425366
Transport of glycerol from adipocytes to the liver by Aquaporins	REACT:R-HSA-432030
Transport of HA trimer, NA tetramer and M2 tetramer from the endoplasmic reticulum to the Golgi Apparatus	REACT:R-HSA-168874
Transport of inorganic cations/anions and amino acids/oligopeptides	REACT:R-HSA-425393
Transport of Mature mRNA derived from an Intron-Containing Transcript	REACT:R-HSA-159236
Transport of Mature mRNA Derived from an Intronless Transcript	REACT:R-HSA-159231
Transport of Mature mRNAs Derived from Intronless Transcripts	REACT:R-HSA-159234
Transport of Mature Transcript to Cytoplasm	REACT:R-HSA-72202
Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	REACT:R-HSA-83936
Transport of nucleotide sugars	REACT:R-HSA-727802
Transport of organic anions	REACT:R-HSA-879518
Transport of Ribonucleoproteins into the Host Nucleus	REACT:R-HSA-168271
Transport of the SLBP Dependant Mature mRNA	REACT:R-HSA-159230
Transport of the SLBP independent Mature mRNA	REACT:R-HSA-159227
Transport of vitamins, nucleosides, and related molecules	REACT:R-HSA-425397
Transport to the Golgi and subsequent modification	REACT:R-HSA-948021
TREX complex	KEGG:hsa_M00406
Triacylglycerol biosynthesis	KEGG:hsa_M00089
TRIF-mediated programmed cell death	REACT:R-HSA-2562578
TRIF-mediated TLR3/TLR4 signaling	REACT:R-HSA-937061
Triglyceride Biosynthesis	REACT:R-HSA-75109
Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA	REACT:R-HSA-450513
TRKA activation by NGF	REACT:R-HSA-187042
tRNA Aminoacylation	REACT:R-HSA-379724
tRNA modification in the mitochondrion	REACT:R-HSA-6787450
tRNA modification in the nucleus and cytosol	REACT:R-HSA-6782315
tRNA processing	REACT:R-HSA-72306
tRNA processing in the mitochondrion	REACT:R-HSA-6785470
tRNA processing in the nucleus	REACT:R-HSA-6784531
TRP channels	REACT:R-HSA-3295583
truncated APC mutants destabilize the destruction complex	REACT:R-HSA-4839744
Truncations of AMER1 destabilize the destruction complex	REACT:R-HSA-5467348
Tryptophan catabolism	REACT:R-HSA-71240
Tryptophan metabolism	KEGG:hsa00380
Tuberculosis	KEGG:hsa05152
TWIK-related alkaline pH activated K+ channel (TALK)	REACT:R-HSA-1299361
TWIK related potassium channel (TREK)	REACT:R-HSA-1299503
TWIK-related spinal cord K+ channel (TRESK)	REACT:R-HSA-1299344
TWIK-releated acid-sensitive K+ channel (TASK)	REACT:R-HSA-1299316
Type I diabetes mellitus	KEGG:hsa04940
Type I hemidesmosome assembly	REACT:R-HSA-446107
Type II diabetes mellitus	KEGG:hsa04930
Type II Na+/Pi cotransporters	REACT:R-HSA-427589
Tyrosine degradation, tyrosine => homogentisate	KEGG:hsa_M00044
Tyrosine metabolism	KEGG:hsa00350
Ubiquinol biosynthesis	REACT:R-HSA-2142789
Ubiquinone and other terpenoid-quinone biosynthesis	KEGG:hsa00130
Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate => ubiquinone	KEGG:hsa_M00128
Ubiquitin-dependent degradation of Cyclin D	REACT:R-HSA-75815
Ubiquitin-dependent degradation of Cyclin D1	REACT:R-HSA-69229
Ubiquitin Mediated Degradation of Phosphorylated Cdc25A	REACT:R-HSA-69601
Ubiquitin mediated proteolysis	KEGG:hsa04120
Ub-specific processing proteases	REACT:R-HSA-5689880
UCH proteinases	REACT:R-HSA-5689603
Unblocking of NMDA receptor, glutamate binding and activation	REACT:R-HSA-438066
UNC93B1 deficiency - HSE	REACT:R-HSA-5602415
Uncoating of the HIV Virion	REACT:R-HSA-162585
Uncoating of the Influenza Virion	REACT:R-HSA-168336
Unfolded Protein Response (UPR)	REACT:R-HSA-381119
Unwinding of DNA	REACT:R-HSA-176974
Uptake and actions of bacterial toxins	REACT:R-HSA-5339562
Uptake and function of anthrax toxins	REACT:R-HSA-5210891
Uptake and function of diphtheria toxin	REACT:R-HSA-5336415
Urea cycle	KEGG:hsa_M00029
Urea cycle	REACT:R-HSA-70635
Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	KEGG:hsa_M00051
Utilization of Ketone Bodies	REACT:R-HSA-77108
Valine, leucine and isoleucine biosynthesis	KEGG:hsa00290
Valine, leucine and isoleucine degradation	KEGG:hsa00280
Variant SLC6A14 may confer susceptibility towards obesity	REACT:R-HSA-5619094
Variant SLC6A20 contributes towards hyperglycinuria (HG) and iminoglycinuria (IG)	REACT:R-HSA-5619101
Variant SLC6A20 contributes towards hyperglycinuria (HG) and iminoglycinuria (IG)	REACT:R-HSA-5660686
Vascular smooth muscle contraction	KEGG:hsa04270
Vasopressin-like receptors	REACT:R-HSA-388479
Vasopressin-regulated water reabsorption	KEGG:hsa04962
Vasopressin regulates renal water homeostasis via Aquaporins	REACT:R-HSA-432040
VEGFA-VEGFR2 Pathway	REACT:R-HSA-4420097
VEGF binds to VEGFR leading to receptor dimerization	REACT:R-HSA-195399
VEGF ligand-receptor interactions	REACT:R-HSA-194313
VEGFR2 mediated cell proliferation	REACT:R-HSA-5218921
VEGFR2 mediated vascular permeability	REACT:R-HSA-5218920
VEGF signaling pathway	KEGG:hsa04370
Vesicle-mediated transport	REACT:R-HSA-5653656
Vibrio cholerae infection	KEGG:hsa05110
Vif-mediated degradation of APOBEC3G	REACT:R-HSA-180585
Viral carcinogenesis	KEGG:hsa05203
Viral Messenger RNA Synthesis	REACT:R-HSA-168325
Viral mRNA Translation	REACT:R-HSA-192823
Viral myocarditis	KEGG:hsa05416
Viral RNP Complexes in the Host Cell Nucleus	REACT:R-HSA-168330
Virus Assembly and Release	REACT:R-HSA-168268
Visual phototransduction	REACT:R-HSA-2187338
Vitamin B1 (thiamin) metabolism	REACT:R-HSA-196819
Vitamin B2 (riboflavin) metabolism	REACT:R-HSA-196843
Vitamin B5 (pantothenate) metabolism	REACT:R-HSA-199220
Vitamin B6 metabolism	KEGG:hsa00750
Vitamin C (ascorbate) metabolism	REACT:R-HSA-196836
Vitamin D (calciferol) metabolism	REACT:R-HSA-196791
Vitamin digestion and absorption	KEGG:hsa04977
Vitamins	REACT:R-HSA-211916
Vitamins B6 activation to pyridoxal phosphate	REACT:R-HSA-964975
VLDL biosynthesis	REACT:R-HSA-8866423
VLDL interactions	REACT:R-HSA-8855121
VLDLR internalisation and degradation	REACT:R-HSA-8866427
Voltage gated Potassium channels	REACT:R-HSA-1296072
Vpr-mediated induction of apoptosis by mitochondrial outer membrane permeabilization	REACT:R-HSA-180897
Vpr-mediated nuclear import of PICs	REACT:R-HSA-180910
Vpu mediated degradation of CD4	REACT:R-HSA-180534
vRNA Synthesis	REACT:R-HSA-192814
vRNP Assembly	REACT:R-HSA-192905
V-type ATPase, eukaryotes	KEGG:hsa_M00160
VxPx cargo-targeting to cilium	REACT:R-HSA-5620916
Wax biosynthesis	REACT:R-HSA-8848584
WNT5A-dependent internalization of FZD2, FZD5 and ROR2	REACT:R-HSA-5140745
WNT5A-dependent internalization of FZD4	REACT:R-HSA-5099900
WNT ligand biogenesis and trafficking	REACT:R-HSA-3238698
WNT ligand secretion is abrogated by the PORCN inhibitor LGK974	REACT:R-HSA-5340573
WNT mediated activation of DVL	REACT:R-HSA-201688
Wnt signaling	KEGG:hsa_M00677
Wnt signaling pathway	KEGG:hsa04310
XAV939 inhibits tankyrase, stabilizing AXIN	REACT:R-HSA-5545619
XBP1(S) activates chaperone genes	REACT:R-HSA-381038
Xenobiotics	REACT:R-HSA-211981
YAP1- and WWTR1 (TAZ)-stimulated gene expression	REACT:R-HSA-2032785
ZBP1(DAI) mediated induction of type I IFNs	REACT:R-HSA-1606322
Zinc efflux and compartmentalization by the SLC30 family	REACT:R-HSA-435368
Zinc influx into cells by the SLC39 gene family	REACT:R-HSA-442380
Zinc transporters	REACT:R-HSA-435354
